source,category,subcategory,label,era,updated_on,image,name,notes,line_type,image_type,author,license,gauge
MLG Traffic,CAIB Benelux,,Shimmns 358,,20190331,images/NL_P/CAIB_Shimmns_VR,CAIB_Shimmns_VR,http://mlgtraffic.net/NL_E_WP.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,VAM,,Takkls 850,,20061008,images/NS/W/VAM_Takkls850,VAM_Takkls850,Trash transport. http://mlgtraffic.net/NL_E_WP.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,VAM,,VAM Takkls 850,,20070311,images/NS/W/VAM_Takkls850_B,VAM_Takkls850_B,Birthday livery. http://mlgtraffic.net/NL_E_WP.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Wagon Care Capital,,Fcs,6,20200927,images/NL_P/WCB_Fcs2,WCB_Fcs2,"Light grey livery, Wagon Care Capital logo. http://mlgtraffic.net/NL_E_WP.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Wagon Care Capital,,Tadgs,6,20170326,images/NL_P/WCB_Tadgs,WCB_Tadgs,"40 units, former GySEV. http://mlgtraffic.net/NL_E_WP.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Wagon Care Capital,,Tadgs,6,20170326,images/NL_P/WCB_Tadgs_Grawaco,WCB_Tadgs_Grawaco,With Grawaco logo. http://mlgtraffic.net/NL_E_WP.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,TER 2N,Z 23500,6,20180326,images/SNCF/AE/Z23500_T2BHdF_M,Z23500_T2BHdF_M,New livery after refurbishment (first unit : 23506 in 2017). http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,TER 2N,Z 23500,6,20180326,images/SNCF/AE/Z23500_T2BHdF_R,Z23500_T2BHdF_R,New livery after refurbishment (first unit : 23506 in 2017). http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,TER 2N NG,Z 24500,6,20240331,images/SNCF/AE/Z24500_HdF_Z3,Z24500_HdF_Z3,Final Hauts de France livery with green doors. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,TER 2N NG,Z 24500,6,20240331,images/SNCF/AE/Z24500_HdF_Z5,Z24500_HdF_Z5,Final Hauts de France livery with green doors. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,TER 2N NG,Z 24500,6,20240331,images/SNCF/AE/Z24500_HdF_Z1,Z24500_HdF_Z1,Final Hauts de France livery with green doors. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 M,6,20190929,images/SNCF/AE/Regio2N_VE1N2_T2BHdF,Regio2N_VE1N2_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 M,6,20190929,images/SNCF/AE/Regio2N_VI1N2_T2BHdF,Regio2N_VI1N2_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides_R,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 M,6,20190929,images/SNCF/AE/Regio2N_VI1N2b_T2BHdF,Regio2N_VI1N2b_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides_L,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 M,6,20190929,images/SNCF/AE/Regio2N_VI2NL_T2BHdF,Regio2N_VI2NL_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 M,6,20190929,images/SNCF/AE/Regio2N_VI1N3b_T2BHdF,Regio2N_VI1N3b_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides_L,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 M,6,20190929,images/SNCF/AE/Regio2N_VI1N3_T2BHdF,Regio2N_VI1N3_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides_R,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 M,6,20190929,images/SNCF/AE/Regio2N_VE1N1_T2BHdF,Regio2N_VE1N1_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 XL,6,20180326,images/SNCF/AE/Regio2N_VE2N_T2BHdF,Regio2N_VE2N_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Regio 2N,Z 55500 XL,6,20180326,images/SNCF/AE/Regio2N_VI1N4_T2BHdF,Regio2N_VI1N4_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,XGC,X 76500,6,20190331,images/SNCF/AM/XGC_T2BHdF,XGC_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,XGC,X 76500,6,20190331,images/SNCF/AM/XRGC_T2BHdF,XRGC_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,BGC,B 82500 Bibi,6,20190331,images/SNCF/AM/ZRGC_T2BHdF,ZRGC_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,BGC,B 82500 Bibi,6,20190331,images/SNCF/AM/AGCBibi_T2BHdF,AGCBibi_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,BGC,B 82500 Bibi,6,20190331,images/SNCF/AM/RGCBibi_T2BHdF,RGCBibi_T2BHdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regiolis,B 84500,B 84500,6,20200329,images/SNCF/AM/Regiolis_BMX_HdF,Regiolis_BMX_HdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regiolis,B 84500,B 84500,6,20200329,images/SNCF/AM/Regiolis_BRI6a_HdF,Regiolis_BRI6a_HdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regiolis,B 84500,B 84500,6,20200329,images/SNCF/AM/Regiolis_BRI6b_HdF,Regiolis_BRI6b_HdF,TER Hauts de France livery. http://mlgtraffic.net/SNCF_E_REG_HdF.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,V2N,B,6,20190331,images/SNCF/VBR/V2N_T2PBHdF_B,V2N_T2PBHdF_B,"2nd class. Current TER livery, blue doors and Hauts de France logos. http://mlgtraffic.net/SNCF_E_REG_HdF.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,V2N,Bx,6,20190929,images/SNCF/VBR/V2N_T2PBHdF_Bx,V2N_T2PBHdF_Bx,"2nd class steering car. Current TER livery, blue doors and Hauts de France logos. http://mlgtraffic.net/SNCF_E_REG_HdF.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1018 / 1118,1018.0,1018.0,"4a,4b",20110327,images/OBB/LE/OBB_1018_V1,OBB_1018_V1,Initial green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1018 / 1118,1018.0,1018.0,4a,20160327,images/OBB/LE/OBB_1018_O1a,OBB_1018_O1a,"Initial blood orange livery, without ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1018 / 1118,1018.0,1018.0,4b,20110327,images/OBB/LE/OBB_1018_O1b,OBB_1018_O1b,Blood orange livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1018 / 1118,1018.0,1018.0,5a,20110327,images/OBB/LE/OBB_1018_O1U,OBB_1018_O1U,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1018 / 1118,1018.0,1018.0,5a,20110327,images/OBB/LE/OBB_1018_O2,OBB_1018_O2,Simplified blood orange livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1018 / 1118,1018.1 / 1118,1018.1 / 1118,"4a,4b",20110327,images/OBB/LE/OBB_1118_V1,OBB_1118_V1,Initial green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1018 / 1118,1018.1 / 1118,1018.1,4a,20110327,images/OBB/LE/OBB_1118_O1a,OBB_1118_O1a,"Initial blood orange livery, without ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1018 / 1118,1018.1 / 1118,1118,4b,20110327,images/OBB/LE/OBB_1118_O1b,OBB_1118_O1b,"Blood orange livery, with ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,1020,1020,"4a,4b",20170326,images/OBB/LE/OBB_1020_V1,OBB_1020_V1,"Initial green livery, without ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,1020,1020,4a,20160327,images/OBB/LE/OBB_1020_O1a,OBB_1020_O1a,"Initial blood orange livery, without ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,1020,1020,"4a,4b",20160327,images/OBB/LE/OBB_1020_O1b,OBB_1020_O1b,Blood orange livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,1020,1020,"5a,5b",20160327,images/OBB/LE/OBB_1020_O1U,OBB_1020_O1U,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,1020,1020,"5a,5b",20170326,images/OBB/LE/OBB_1020_O2,OBB_1020_O2,"Simplified blood orange livery (only one strip) with dark grey roof, for fifteen units. UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,1020,1020,"5a,5b",20170326,images/OBB/LE/OBB_1020_O3,OBB_1020_O3,More simplified blood orange livery (no more strip) with dark grey roof for the 1020 037. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,1020,1020,5b,20170326,images/OBB/LE/OBB_1020_VR,OBB_1020_VR,"Traffic red livery for the 1020 011, 015, 016 and 041. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,1020,1020,5b,20170326,images/OBB/LE/OBB_1020_Val,OBB_1020_Val,"""Valousek"" blood orange livery applied in 1992 on the 1020 003, 008, 014 and 044. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,"1020 ""Neubau""",1020,"4a,4b",20210328,images/OBB/LE/OBB_1020_NB_V1,OBB_1020_NB_V1,"New filters on the ends. Initial green livery, without ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1020,"1020 ""Neubau""",1020,4b,20210328,images/OBB/LE/OBB_1020_NB_V1b,OBB_1020_NB_V1b,ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1045,1045,4a,20170326,images/OBB/LE/OBB_1045_V1,OBB_1045_V1,Initial green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1045,1045,4b,20170326,images/OBB/LE/OBB_1045_V2,OBB_1045_V2,Green livery with ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1045,1045,"4a,4b",20170326,images/OBB/LE/OBB_1045_V3,OBB_1045_V3,Green livery with light green strip. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1045,1045,4b,20170326,images/OBB/LE/OBB_1045_V4,OBB_1045_V4,ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1045,1045,5a,20190331,images/OBB/LE/OBB_1045_V4U,OBB_1045_V4U,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1045,1045,4a,20170326,images/OBB/LE/OBB_1045_O1,OBB_1045_O1,Blood orange livery without ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1045,1045,4b,20170326,images/OBB/LE/OBB_1045_O2,OBB_1045_O2,Blood orange livery with ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1045,1045,"5a,5b",20170326,images/OBB/LE/OBB_1045_O2U,OBB_1045_O2U,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1145,1145,"4a,4b",20180325,images/OBB/LE/OBB_1145_V1,OBB_1145_V1,Initial green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1145,1145,4b,20180325,images/OBB/LE/OBB_1145_V2,OBB_1145_V2,Green livery with ÖBB logo : 1145.06 et 15. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1145,1145,"5a,5b",20180930,images/OBB/LE/OBB_1145_V2U,OBB_1145_V2U,UIC numbers. Known : 1145 002. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1145,1145,4b,20180325,images/OBB/LE/OBB_1145_O2,OBB_1145_O2,Blood orange livery with ÖBB logo : 1145.08. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1145,1145,"5a,5b",20180930,images/OBB/LE/OBB_1145_O2U,OBB_1145_O2U,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1145,1145.16,"4a,4b",20180930,images/OBB/LE/OBB_1145_16_V3,OBB_1145_16_V3,Additional locomotive built in 1966 from miscellaneous spare parts. Green livery with light green strips. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1145,1145.16,4b,20180930,images/OBB/LE/OBB_1145_16_O2,OBB_1145_16_O2,Blood orange livery with ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245,1245,"4a,4b",20180930,images/OBB/LE/OBB_1245_1S_V1,OBB_1245_1S_V1,1245.01 to 08 (after refurbishing the cabins for the 01 to 06). Initial green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245,1245,4b,20180930,images/OBB/LE/OBB_1245_1S_V2,OBB_1245_1S_V2,Initial green livery with ÖBB logo : 1245.05. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245,1245,4a,20180930,images/OBB/LE/OBB_1245_1S_O1,OBB_1245_1S_O1,Blood orange livery : 1145.08. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245,1245,4b,20180930,images/OBB/LE/OBB_1245_1S_O2,OBB_1245_1S_O2,Blood orange livery with ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245,1245,"5a,5b",20180930,images/OBB/LE/OBB_1245_1S_O2U,OBB_1245_1S_O2U,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245.5,1245,"4a,4b",20180930,images/OBB/LE/OBB_1245_2S_V1,OBB_1245_2S_V1,1245.509 to 541 with electric brake. Initial green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245.5,1245.5,"5a,5b",20180930,images/OBB/LE/OBB_1245_2S_V1U,OBB_1245_2S_V1U,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245.5,1245.5,4a,20180930,images/OBB/LE/OBB_1245_2S_O1,OBB_1245_2S_O1,Blood orange livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245.5,1245.5,4b,20180930,images/OBB/LE/OBB_1245_2S_O2,OBB_1245_2S_O2,Blood orange livery with ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1045, 1145, 1245",1245.5,1245.5,"5a,5b",20180930,images/OBB/LE/OBB_1245_2S_O2U,OBB_1245_2S_O2U,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1570, 1670",1570,1670,4a,20210328,images/OBB/LE/OBB_1570,OBB_1570,Initial green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"1570, 1670",1670,1670,"4a,4b",20180325,images/OBB/LE/OBB_1670_V1,OBB_1670_V1,Initial green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"1570, 1670",1670,1670,"4a,4b",20180325,images/OBB/LE/OBB_1670_V2,OBB_1670_V2,Green livery with ÖBB logo : 1145.06 et 15. http://mlgtraffic.net/OBB_E_LEAG.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"1570, 1670",1670,1670,"4a,4b",20180325,images/OBB/LE/OBB_1670_O1,OBB_1670_O1,Blood orange livery without ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"1570, 1670",1670,1670,"4b,5a",20180325,images/OBB/LE/OBB_1670_O2,OBB_1670_O2,Blood orange livery with ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"1061, 1161",1061,1061,"4a,4b",20230326,images/OBB/LE/OBB_1061_V_Anim,OBB_1061_V_Anim,Green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1061, 1161",1061,1061,5a,20230326,images/OBB/LE/OBB_1061_VU_Anim,OBB_1061_VU_Anim,With ÖBB logo and UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1061, 1161",1061,1061,"4a,4b",20220925,images/OBB/LE/OBB_1061_O1_Anim,OBB_1061_O1_Anim,Blood orange livery without ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1061, 1161",1061,1061,4b,20220925,images/OBB/LE/OBB_1061_O1b_Anim,OBB_1061_O1b_Anim,With ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1061, 1161",1061,1061,5a,20220925,images/OBB/LE/OBB_1061_O1U_Anim,OBB_1061_O1U_Anim,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1061, 1161",1161,1161 st series,"4a,4b",20230326,images/OBB/LE/OBB_1161_1S_V_Anim,OBB_1161_1S_V_Anim,Green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1061, 1161",1161,1161 2nd series,"4a,4b",20230326,images/OBB/LE/OBB_1161_2S_V_Anim,OBB_1161_2S_V_Anim,Green livery. Known unit : 1163.09. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,1072,,1072,4a,20200329,images/OBB/LE/OBB_1072_V_Anim,OBB_1072_V_Anim,Green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,4a,20210328,images/OBB/LE/OBB_1080_V1_Anim,OBB_1080_V1_Anim,Initial state. Green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,"4a,4b",20210328,images/OBB/LE/OBB_1080_V2_Anim,OBB_1080_V2_Anim,Green livery with ÖBB logo. Known unit : 1080.08 (never received the new sides). http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,"4a,4b",20210328,images/OBB/LE/OBB_1080_O1_Anim,OBB_1080_O1_Anim,Blood orange livery without ÖBB logo. Known unit : 1080.14 (never received the new sides). http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,5a,20210926,images/OBB/LE/OBB_1080_O1U_Anim,OBB_1080_O1U_Anim,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,4a,20210328,images/OBB/LE/OBB_1080_RG_V1_Anim,OBB_1080_RG_V1_Anim,Refurbished with new sides. Green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,"4a,4b",20210328,images/OBB/LE/OBB_1080_RG_V2_Anim,OBB_1080_RG_V2_Anim,Green livery with ÖBB logo http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,5a,20210328,images/OBB/LE/OBB_1080_RG_V2U_Anim,OBB_1080_RG_V2U_Anim,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,"4a,4b",20210328,images/OBB/LE/OBB_1080_RG_O1_Anim,OBB_1080_RG_O1_Anim,Blood orange livery without ÖBB logo. Known unit : 1080.15. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,4b,20210328,images/OBB/LE/OBB_1080_RG_O2_Anim,OBB_1080_RG_O2_Anim,Blood orange livery with ÖBB logo. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1080,1080,5a,20210328,images/OBB/LE/OBB_1080_RG_O2U_Anim,OBB_1080_RG_O2U_Anim,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1180,1080,"4a,4b",20210926,images/OBB/LE/OBB_1180_V1_Anim,OBB_1180_V1_Anim,Initial state. Green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1180,1180,5a,20210926,images/OBB/LE/OBB_1180_V1U_Anim,OBB_1180_V1U_Anim,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1180,1180,"4a,4b",20210926,images/OBB/LE/OBB_1180_O1_Anim,OBB_1180_O1_Anim,Only the 1180.01 was repainted in blood orange livery (without ÖBB logo). http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1180,1180,"4b,5a",20210926,images/OBB/LE/OBB_1180_RG_V1_Anim,OBB_1180_RG_V1_Anim,Refurbished with a new half sliding window in the engine compartment. Green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1180,1180,5a,20210926,images/OBB/LE/OBB_1180_RG_V1U_Anim,OBB_1180_RG_V1U_Anim,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1180,1180,4b,20210926,images/OBB/LE/OBB_1180_RG_O1_Anim,OBB_1180_RG_O1_Anim,Refurbished 1180.01 with a new half sliding window in the engine compartment. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1180,1180,5a,20210926,images/OBB/LE/OBB_1180_RG_O1U_Anim,OBB_1180_RG_O1U_Anim,UIC numbers. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"1080, 1180, 1280",1280,1280,4a,20230326,images/OBB/LE/OBB_1280_Anim,OBB_1280_Anim,Green livery. http://mlgtraffic.net/OBB_E_LEAG.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,First series,CC 6500 1st series,4a,20210328,images/SNCF/LE/CC6500_1S_Orig,CC6500_1S_Orig,"First livery of the 6501 and 2. Inverted arrow motives at the extremities, different front sides paint schema, red numbers. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
