source,category,subcategory,label,era,updated_on,image,name,notes,line_type,image_type,author,license,gauge
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DRG",,OOt 42,3b,20240331,images/DB/W/DB_OOt42,DB_OOt42,"V2m longer, for coke transport. High body. http://mlgtraffic.net/DB_E_W_F.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DRG",,Fad 159,4a,20240331,images/DB/W/DB_Fad159,DB_Fad159,"Former OOt 42, UIC numbers. http://mlgtraffic.net/DB_E_W_F.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DRG",,OOtz 43,3b,20240331,images/DB/W/DB_OOtz43_ErzIId,DB_OOtz43_ErzIId,"Short wagons for iron transport, with a lower body. ErzIId markings. http://mlgtraffic.net/DB_E_W_F.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DRG",,Fad 163,4a,20240331,images/DB/W/DB_Fad163,DB_Fad163,"Former OOtz 43, UIC numbers. http://mlgtraffic.net/DB_E_W_F.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DRG",,OOtz 44,3b,20240331,images/DB/W/DB_OOtz44_ErzId,DB_OOtz44_ErzId,"Short wagons for iron transport, with a low body. ErzId markings. http://mlgtraffic.net/DB_E_W_F.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DRG",,Fad 165,4a,20240331,images/DB/W/DB_Fad165_ErzId,DB_Fad165_ErzId,"Former OOtz 44, UIC numbers and ErzId markings. http://mlgtraffic.net/DB_E_W_F.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB","1st generation, 1st series",OOtz 50,3b,20240331,images/DB/W/DB_OOtz50,DB_OOtz50,Standard wagon. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB","1st generation, 1st series",OOtz 50,3b,20240331,images/DB/W/DB_OOtz50_ErzIIId,DB_OOtz50_ErzIIId,ErzIIId markings for the units specialized in iron transport. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB","1st generation, 1st series",Fal 167,"4a,4b,5a",20240331,images/DB/W/DB_Fal167,DB_Fal167,"Former OOtz 50, UIC numbers. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",,OOtz 71,3b,20240331,images/DB/W/DB_OOtz71,DB_OOtz71,Hydraulic opening. Specific flat trap doors. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",,Fal 171,"4a,4b,5a",20240331,images/DB/W/DB_Fal171,DB_Fal171,"Former OOtz 71, UIC numbers. Trap doors replaced in the middle of the seventies. Big H identifying the hydraulic opening. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB","1st generation, 2nd series",Fad 168,"3b,4a",20240331,images/DB/W/DB_Fad168_931,DB_Fad168_931,931 bogies for the first half of the wagons. Initial livery (UIC number in anticipation). http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB","1st generation, 2nd series",Fal 168,"4a,4b,5a",20240331,images/DB/W/DB_Fal168_931,DB_Fal168_931,"931 bogies. Standard livery, DB logo. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB","1st generation, 2nd series",Fad 168,"3b,4a",20240331,images/DB/W/DB_Fad168_661,DB_Fad168_661,661 bogies for the first half of the wagons. Initial livery (UIC number in anticipation). http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB","1st generation, 2nd series",Fal 168,"4a,4b,5a",20240331,images/DB/W/DB_Fal168_661,DB_Fal168_661,"661 bogies. Standard livery, DB logo. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",,Fal 169 II,"4b,5a",20240331,images/DB/W/DB_Fal169II,DB_Fal169II,20 Fal 168 modified with a shorter body for dense ore. 931 bogies. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",,"Fal 172, 173","4a,4b,5a",20240331,images/DB/W/DB_Fal172,DB_Fal172,Hydraulic opening. The Fal 172 have a remote opening control. 931 bogies for the Fal 172 and the 2 first thirds of the Fal 173. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",,"Fal 172, 173",5b,20240331,images/DB/W/DB_Fal172_K,DB_Fal172_K,931 bogies. DB AG logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",,"Fal 172, 173","4b,5a",20240331,images/DB/W/DB_Fal172_TR,DB_Fal172_TR,931 bogies. Reinforced trap doors in the end of the seventies. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",,Fad 173,4a,20240331,images/DB/W/DB_Fad173_661,DB_Fad173_661,661 bogies for the 60 last Fad173 fabriqués. Initial livery. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",,Fal 173,"4b,5a",20240331,images/DB/W/DB_Fal173_TR661,DB_Fal173_TR661,661 bogies. Reinforced trap doors in the end of the seventies. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",2nd generation,Fals 175,"4a,4b,5a",20140928,images/DB/W/DB_Fals175,DB_Fals175,2nd generation. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",2nd generation,Fals 175,"4b,5a",20140928,images/DB/W/DB_Fals175_NK,DB_Fals175_NK,Rebuilt body (bigger high opening). http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",2nd generation,Fals 175,5b,20140928,images/DB/W/DB_Fals175_NK_K,DB_Fals175_NK_K,DB AG logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",2nd generation,Fals 177,"4a,4b,5a",20140928,images/DB/W/DB_Fals177,DB_Fals177,2nd generation. For high density ore. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",2nd generation,Fals 177,5b,20140928,images/DB/W/DB_Fals177_K,DB_Fals177_K,DB AG logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",2nd generation,Fals 178,"4b,5a",20140928,images/DB/W/DB_Fals178,DB_Fals178,"2nd generation, hydraulic opening, magnetic command. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Fals 180,"4b,5a",20130406,images/DB/W/DB_Fals180,DB_Fals180,"3rd generation, hydraulic opening, magnetic command. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Fals 180,5b,20130406,images/DB/W/DB_Fals180_K,DB_Fals180_K,DB AG logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Fal 181,"4b,5a",20140928,images/DB/W/DB_Fal181,DB_Fal181,"Rebuilt from Fal 168 (1st generation), with a bigger body (UICII). Bogies 931. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falns 182,"4b,5a",20130406,images/DB/W/DB_Fals182,DB_Fals182,3rd generation. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falns 182,5b,20130630,images/DB/W/DB_Fals182_K,DB_Fals182_K,DB AG logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falns-z 182,"4b,5a",20130630,images/DB/W/DB_Falnsz182_K,DB_Falnsz182_K,30 transformer units (lower body) for limestone transport. DB AG logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falns 183,"4b,5a",20130406,images/DB/W/DB_Fals183,DB_Fals183,"3rd generation, hydraulic opening. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falns 183,5b,20130630,images/DB/W/DB_Fals183_K,DB_Fals183_K,DB AG logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falns 183,"5b,6",20130630,images/DB/W/DB_Falns183_DBC,DB_Falns183_DBC,Trafic red livery with DB Cargo logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falns 183,"5b,6",20190331,images/DB/W/DB_Falns183_VRSL,DB_Falns183_VRSL,Trafic red livery without logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falnqqs 130,5b,20170326,images/DB/W/DB_Falnqqs130_DBC,DB_Falnqqs130_DBC,"Derivated from the Falns 183, built in 1995 for lignite transport. DB Cargo livery. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagon with 2 axles bogies, previously DB",3rd generation,Falnqqs 130,"5b,6",20170326,images/DB/W/DB_Falnqqs130_DBCM,DB_Falnqqs130_DBCM,DB Cargo livery with MIBRAG logos. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, DBAG types",4th generation,Falns 121,"5b,6",20130630,images/DB/W/DB_Falns121_K,DB_Falns121_K,Hydraulic opening. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, DBAG types",4th generation,Falns 121,"5b,6",20130630,images/DB/W/DB_Falns121_DBC,DB_Falns121_DBC,DB Cargo livery. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, DBAG types",4th generation,Falns 121,"5b,6",20130630,images/DB/W/DB_Falns121_VR,DB_Falns121_VR,"Traffic red livery, with DB logo. http://mlgtraffic.net/DB_E_W_F.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, DBAG types",5th generation,Falns 181 II,6,20160327,images/DB/W/DB_Falns181II_DBS,DB_Falns181II_DBS,5th generation. G2 gauge. DB Schenker livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, DBAG types",5th generation,Falns 184 II,6,20160327,images/DB/W/DB_Falns184II_DBS,DB_Falns184II_DBS,5th generation. International G1 gauge. DB Schenker livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, formerly DR",,Facs 124,5b,20120624,images/DB/W/DB_Facs124_K,DB_Facs124_K,Built in France http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, formerly DR",,Fals 164,"5b,6",20230326,images/DB/W/DB_Fals164_DBC,DB_Fals164_DBC,DB Cargo livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, formerly DR",,Fals 164,"5b,6",20230326,images/DB/W/DB_Fals164_VRSL,DB_Fals164_VRSL,"Traffic red livery, no logo. http://mlgtraffic.net/DB_E_W_F.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,"Saddle wagons with bogies, formerly DR",,Fals 164,6,20230326,images/DB/W/DB_Fals164_VR,DB_Fals164_VR,"Traffic red livery, with small DB logo. http://mlgtraffic.net/DB_E_W_F.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Saddle wagon with 3 axles bogies,1st generation,Faals 150,"4a,4b,5a",20110925,images/DB/W/DB_Faals150,DB_Faals150,Automatic coupling. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Saddle wagon with 3 axles bogies,1st generation,Faals 150,5b,20120624,images/DB/W/DB_Faals150_K,DB_Faals150_K,DB AG logo. http://mlgtraffic.net/DB_E_W_F.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Saddle wagon with 3 axles bogies,2nd generation,Faals 151,5b,20120624,images/DB/W/DB_Faals151_DBC,DB_Faals151_DBC,Automatic coupling. DB Cargo livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Saddle wagon with 3 axles bogies,2nd generation,Faals 151,5b,20120624,images/DB/W/DB_Faals151_RN,DB_Faals151_RN,Railion livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Saddle wagon with 3 axles bogies,2nd generation,Falrrs 152,5b,20120624,images/DB/W/DB_Falrrs152_RN,DB_Falrrs152_RN,Permanent couple of 2 units. Railion livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Saddle wagon with 3 axles bogies,2nd generation,Falrrs 152,5b,20120624,images/DB/W/DB_Falrrs152_VR,DB_Falrrs152_VR,Permanent couple of 2 units. Traffic red livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Saddle wagon with 3 axles bogies,2nd generation,Falrrs 152,6,20120624,images/DB/W/DB_Falrrs152_RDL,DB_Falrrs152_RDL,Permanent couple of 2 units. Railion DB Logistics livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Saddle wagon with 3 axles bogies,2nd generation,Falrrs 152,6,20120624,images/DB/W/DB_Falrrs152_DBS,DB_Falrrs152_DBS,Permanent couple of 2 units. DB Schenker livery. http://mlgtraffic.net/DB_E_W_F.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,146,ME-146.1,"5b,6",20141228,images/D_P/Metronom_ME146_1S,Metronom_ME146_1S,First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,146,ME-146.1,6,20220403,images/D_P/Metronom_ME146_1S_RGSL,Metronom_ME146_1S_RGSL,"Second Metronom livery, initially without Metronom logo. Renumbered 146 501 to 510. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,146,ME-146.2 / 146.5,6,20150329,images/D_P/Metronom_ME146_2S,Metronom_ME146_2S,First Metronom livery for the ME 146-11 to 18 and 146 531 to 539. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,146,146.5,6,20150329,images/D_P/Metronom_ME146_2S_SL,Metronom_ME146_2S_SL,Metronom livery without logo for the 146 541 and 542. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,146,146.5,6,20150329,images/D_P/Metronom_ME146_2S_Pub10J,Metronom_ME146_2S_Pub10J,Special livery for Metronom 10 years : 146 542. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,146,146.5,6,20220403,images/D_P/Metronom_ME146_2S_RGSL,Metronom_ME146_2S_RGSL,"Second Metronom livery, initially without Metronom logo. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,146,146.5 (hired),6,20150329,images/D_P/Metronom_146_5_Connex,Metronom_146_5_Connex,"146 521 rented from Connex in 2011/12, while awaiting the 146 541 and 542. Connex livery with Metronom logo. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,185,185,6,20210926,images/D_P/Metronom_185_0_MRCE,Metronom_185_0_MRCE,146 546 rented from MRCE in 2013/14. MRCE livery with Metronom logo. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,147,147,6,20220925,images/D_P/Metronom_147,Metronom_147,147 543 and 544. 4 pantographs (because taken from a swiss able batch). New Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,246,246,6,20150329,images/D_P/Metronom_246,Metronom_246,First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Locomotives,246,246,6,20220403,images/D_P/Metronom_246_Pub10J,Metronom_246_Pub10J,Special livery for Metronom 10 years : 246 009. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DABpza,"5b,6",20220403,images/D_P/Metronom_DABpza_1S,Metronom_DABpza_1S,"1st / 2nd class, high doors. First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DABpza,6,20220403,images/D_P/Metronom_DABpza_1S_L1Ruhe,Metronom_DABpza_1S_L1Ruhe,"1st / 2nd class, high doors. First Metronom livery with ""Ruhe"" (silence) logos. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DBpza,"5b,6",20220403,images/D_P/Metronom_DBpza_1S,Metronom_DBpza_1S,"2nd class, high doors. First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DBpza,6,20220403,images/D_P/Metronom_DBpza_1S_L1Ruhe,Metronom_DBpza_1S_L1Ruhe,"2nd class, high doors. First Metronom livery with ""Ruhe"" (silence) logos. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DBpza,6,20220403,images/D_P/Metronom_DBpza_1S_RGSL,Metronom_DBpza_1S_RGSL,"2nd class, high doors. Second Metronom livery, initially without Metronom logo. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DBpzka,"5b,6",20220403,images/D_P/Metronom_DBpzka_1S,Metronom_DBpzka_1S,"2nd class with drinks automats, high doors. First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DABpbzkfa,"5b,6",20220403,images/D_P/Metronom_DABpbzkfa_1S,Metronom_DABpbzkfa_1S,"1st / 2nd class steering coaches with drinks automats, low doors. First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DABpbzkfa,6,20220403,images/D_P/Metronom_DABpbzkfa_1S_L1Mehrzweck,Metronom_DABpbzkfa_1S_L1Mehrzweck,"1st / 2nd class steering coaches, low doors. First Metronom livery with ""Mehrzweck"" (multiservices) logos. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"3,5G ""Dostos""",DABpbzkfa,6,20220403,images/D_P/Metronom_DABpbzkfa_1S_RGSL,Metronom_DABpbzkfa_1S_RGSL,"1st / 2nd class steering coaches, low doors. Second Metronom livery, initially without Metronom logo. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DABpza,"5b,6",20220403,images/D_P/Metronom_DABpza_2S,Metronom_DABpza_2S,"1st / 2nd class, high doors. First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DABpza,6,20220403,images/D_P/Metronom_DABpza_2S_L1Ruhe,Metronom_DABpza_2S_L1Ruhe,"1st / 2nd class, high doors. First Metronom livery with ""Ruhe"" (silence) logos. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DBpza,6,20220403,images/D_P/Metronom_DBpza_2S,Metronom_DBpza_2S,"2nd class, high doors. First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DBdpza,6,20220403,images/D_P/Metronom_DBdpza,Metronom_DBdpza,"2nd class, low doors. First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DBdpza,6,20220403,images/D_P/Metronom_DBdpza_L1Ruhe,Metronom_DBdpza_L1Ruhe,"2nd class, low doors. First Metronom livery with ""Ruhe"" (silence) logos. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DBdpza,6,20220403,images/D_P/Metronom_DBdpza_L1Fahrrad,Metronom_DBdpza_L1Fahrrad,"2nd class, low doors. First Metronom livery with ""Fahrrad"" (bikes) logos. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DBdpza,6,20220403,images/D_P/Metronom_DBdpza_RGSL,Metronom_DBdpza_RGSL,"2nd class, low doors. Second Metronom livery, initially without Metronom logo. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DABpbzkfa,6,20220403,images/D_P/Metronom_DABpbzkfa_2S,Metronom_DABpbzkfa_2S,"1st / 2nd class steering coaches with drinks automats, low doors. First Metronom livery. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DABpbzkfa,6,20220403,images/D_P/Metronom_DABpbzkfa_2S_L1Mehrzweck,Metronom_DABpbzkfa_2S_L1Mehrzweck,"1st / 2nd class steering coaches, low doors. First Metronom livery with ""Mehrzweck"" (multiservices) logos. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Coaches,"4th generation ""Dostos""",DABpbzkfa,6,20220403,images/D_P/Metronom_DABpbzkfa_2S_RGSL,Metronom_DABpbzkfa_2S_RGSL,"1st / 2nd class steering coaches, low doors. Second Metronom livery, initially without Metronom logo. http://mlgtraffic.net/D_E_Metronom.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,enno EMU,1440,1440.1,6,20190327,images/D_P/Metronom_1440_6_enno,Metronom_1440_6_enno,enno livery. Composition 1440.1 + 1441.1 + 1441.6 + 1440.6. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,enno EMU,1440,1440.1,6,20190327,images/D_P/Metronom_1441_6_enno,Metronom_1441_6_enno,enno livery. Composition 1440.1 + 1441.1 + 1441.6 + 1440.6. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,enno EMU,1440,1440.1,6,20190327,images/D_P/Metronom_1441_1_enno,Metronom_1441_1_enno,enno livery. Composition 1440.1 + 1441.1 + 1441.6 + 1440.6. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,enno EMU,1440,1440.1,6,20190327,images/D_P/Metronom_1440_1_enno,Metronom_1440_1_enno,enno livery. Composition 1440.1 + 1441.1 + 1441.6 + 1440.6. http://mlgtraffic.net/D_E_Metronom.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,SZD,WLABm 73,WLABm 73,"4a,4b,5a",20170924,images/SZD_RZD/SZD_WLABm73_V,SZD_WLABm73_V,"Not climatized, built between 1973 and 76. Initial green livery. http://mlgtraffic.net/Rus_E.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,SZD,WLABm 78,WLABm 78,"4b,5a",20170326,images/SZD_RZD/SZD_WLABm78_V,SZD_WLABm78_V,"Climatized, built between 1978 and 83. Initial green livery. http://mlgtraffic.net/Rus_E.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,RZD,WLABm 73,WLABm 73,5b,20170924,images/SZD_RZD/RZD_WLABm73_RG_L1,RZD_WLABm73_RG_L1,"Not climatized, built between 1973 and 76. First refurbishment by Cegielski from 1997. Red and blue livery. http://mlgtraffic.net/Rus_E.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,RZD,WLABm 73,WLABm 73,6,20170924,images/SZD_RZD/RZD_WLABm73_RG2_L1,RZD_WLABm73_RG2_L1,Second refurbishment from 2007. Red and blue livery. http://mlgtraffic.net/Rus_E.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,RZD,WLABm 78,WLABm 78,5b,20170924,images/SZD_RZD/RZD_WLABm78_RG_L1,RZD_WLABm78_RG_L1,"Climatized, built between 1978 and 83. First refurbishment by Cegielski from 1997. Red and blue livery. http://mlgtraffic.net/Rus_E.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,RZD,WLABm 78,WLABm 78,"5b,6",20170924,images/SZD_RZD/RZD_WLABm78_RG2_V,RZD_WLABm78_RG2_V,Second refurbishment. Green livery. http://mlgtraffic.net/Rus_E.xml,2,sides,,CC BY-NC-SA 3.0,
